faction,ability_id,name,flags,text
"chaos-space-marines","fearsome-aura","Fearsome (Aura)","","If at battle shock test or at leadership test: /   -> -1 Leadership for enemy within aura / Scope: aura 6. Duration: turn."
"chaos-space-marines","feculent-despair-aura-psychic","Feculent Despair (Aura, Psychic)","","-1 Leadership for enemy within aura / Scope: aura 6. Duration: battle."
"chaos-space-marines","feel-no-pain-5","Feel No Pain 5+","","unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"chaos-space-marines","feel-no-pain-6","Feel No Pain 6+","","unit gains Feel No Pain 6+ / Scope: unit. Duration: permanent."
"chaos-space-marines","fiery-faith","Fiery Faith","placeholder","If the model is leading a unit: /   -> -? Leadership for unit / Scope: unit. Duration: battle."
"chaos-space-marines","fire-support","Fire Support","","If during the shooting phase: /   -> re-roll wound rolls (all failures) for unit / Scope: unit. Duration: phase."
"chaos-space-marines","firing-deck-2","Firing Deck 2","","unit gains firing deck (2) / Scope: self. Duration: permanent."
"chaos-space-marines","flame-wreathed","Flame-wreathed","","unit gains benefit of cover / Scope: unit. Duration: turn."
"chaos-space-marines","flames-of-change-psychic","Flames of Change (Psychic)","","If attached to a unit: /   -> unit's weapons gain Ignores Cover / Scope: unit. Duration: permanent."
"chaos-space-marines","fleet-command","Fleet Command","","If at post deployment and engagement state or engagement state: /   -> unit gains redeploy heretic astartes to reserves / Scope: self. Duration: permanent."
"chaos-space-marines","fleshy-curse","Fleshy Curse","placeholder","deal ? mortal wounds to enemy within aura (within 12"") / Scope: aura custom (12""). Duration: phase. / Applies to: units with Heretic Astartes, Psyker."
"chaos-space-marines","flying-horror","Flying Horror","","force a battle shock test on enemy within aura / Scope: unit. Duration: permanent."
"chaos-space-marines","for-the-dark-gods","For the Dark Gods","placeholder","modify OC of unit by ? / Scope: unit. Duration: permanent."
"chaos-space-marines","forge-fire-surge","Forge-Fire Surge","","unit gains act after move / Scope: unit. Duration: turn. / Applies to: units with Heretic Astartes."
"chaos-space-marines","formidably-resilient","Formidably Resilient","placeholder","reduce incoming damage to unit by ? / Scope: unit. Duration: permanent."
"chaos-space-marines","fortification","Fortification","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"chaos-space-marines","forwards-for-blood","Forwards, for Blood!","","If attached to a unit: /   -> re-roll advance rolls (all failures) for unit /   -> re-roll blood-surge rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","frenzy","Frenzy","","modify stats for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","froth-spattered-frenzy","Froth-spattered Frenzy","","+2 A for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","furious-onslaught","Furious Onslaught","","If during the shooting phase: /   -> re-roll hit rolls (all failures) for unit / Scope: aura custom (18""). Duration: permanent."
"chaos-space-marines","gift-of-chaos-psychic","Gift of Chaos (Psychic)","","deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","gift-of-poxes-psychic","Gift of Poxes (Psychic)","","If attached to a unit: /   -> unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: permanent."
"chaos-space-marines","glutton-for-punishment","Glutton for Punishment","","If the unit is below starting strength and the unit is below half strength: /   -> +1 to hit rolls for unit /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","guns-blazing","Guns Blazing","","If during the shooting phase: /   -> unit gains once per round special / Scope: aura 6. Duration: permanent."
"chaos-space-marines","hail-of-corrosive-disease","Hail of Corrosive Disease","","If during the shooting phase: /   -> +-1 AP for unit / Scope: unit. Duration: phase."
"chaos-space-marines","hamadrya-s-knowledge-psychic","Hamadrya’s Knowledge (Psychic)","","unit gains reactive move / Scope: aura 9. Duration: one use."
"chaos-space-marines","head-taker","Head Taker","","If attached to a unit: /   -> deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","heavy-weapons-team","HEAVY WEAPONS TEAM","","self gains special embark rule / Scope: unit. Duration: permanent."
"chaos-space-marines","herald-of-the-apocalypse-aura","Herald of the Apocalypse (Aura)","","If the unit is below starting strength: /   -> force a battle shock test on enemy within aura / Scope: aura 6. Duration: permanent."
"chaos-space-marines","hover","Hover","","set M to 20 for self / Scope: self. Duration: permanent."
"chaos-space-marines","hovering-death","Hovering Death","","unit can fall back and act / Scope: unit. Duration: permanent."
"chaos-space-marines","howling-horde","Howling Horde","","If during the shooting phase and in the opponent's turn and destroyed by a ranged attack and not an enemy unit is within engagement range: /   -> unit gains horde move D6"" / Scope: unit. Duration: phase."
"chaos-space-marines","idol-of-blessed-blood","Idol of Blessed Blood","","modify stats for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","indentured-daemon-engines","Indentured Daemon Engines","","self gains lone operative / Scope: aura 6. Duration: permanent."
"chaos-space-marines","infernal-fulgurite","Infernal Fulgurite","","bearer gains stratagem for 0cp / Scope: unit. Duration: battle. / Applies to: units with Heretic Astartes (excluding Damned)."
"chaos-space-marines","infernal-regeneration","Infernal Regeneration","paren_plural","return 1 model(s) to self with full wounds / Scope: unit. Duration: permanent."
"chaos-space-marines","infernal-speed","Infernal Speed","","If attached to a unit: /   -> set M to 14 for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","infernal-vigour","Infernal Vigour","","unit gains heal wounds / Scope: unit. Duration: phase. / Applies to: units with Heretic Astartes (excluding Khorne)."
"chaos-space-marines","infiltrators","Infiltrators","","unit gains infiltrate / Scope: unit. Duration: one use."
"chaos-space-marines","interceptor","Interceptor","","If during the shooting phase and the target has ""A"": /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","kharybdis-assault","Kharybdis Assault","","unit can deep strike / Scope: unit. Duration: permanent."
"chaos-space-marines","leader","Leader","","unit gains leader / Scope: attached. Duration: permanent."
"chaos-space-marines","lethal-ichor","Lethal Ichor","","If during the fight phase: /   -> deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","lone-operative","Lone Operative","","self: cannot be targeted unless closest or within 12 / Scope: self. Duration: permanent."
"chaos-space-marines","lord-of-badab-aura","Lord of Badab (Aura)","","+1 OC for unit / Scope: aura 6. Duration: permanent."
"chaos-space-marines","lord-of-chaos","Lord of Chaos","","self gains lone operative / Scope: aura 6. Duration: permanent."
"chaos-space-marines","lord-of-fate","Lord of Fate","","If attached to a unit: /   -> unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"chaos-space-marines","malevolent-locus-aura","Malevolent Locus (Aura)","","If the target has ""heretic-astartes"": /   -> +1 Leadership for friendly within aura / Scope: aura 9. Duration: battle."
"chaos-space-marines","malign-cover","Malign Cover","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"chaos-space-marines","malign-sacrifice","Malign Sacrifice","","If during the fight phase: /   -> deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","mark-of-the-soul-forges","Mark of the Soul Forges","","bearer gains critical hit on / Scope: self. Duration: permanent. / Applies to: units with Heretic Astartes (excluding Damned)."
"chaos-space-marines","marked-by-fate-psychic","Marked by Fate (Psychic)","","If during the shooting phase: /   -> +1 to hit rolls for unit / Scope: unit. Duration: phase."
"chaos-space-marines","master-of-mechanisms","Master of Mechanisms","","+1 to hit rolls for unit / Scope: aura 6. Duration: until next command phase."
"chaos-space-marines","masters-of-the-maelstrom","Masters of the Maelstrom","","unit gains forced attachment / Scope: unit. Duration: permanent."
"chaos-space-marines","meet-any-challenge","Meet Any Challenge","","unit gains reactive move / Scope: aura 9. Duration: permanent."
"chaos-space-marines","metalophagic-infection","Metalophagic Infection","","If during the shooting phase: /   -> deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","mind-breaking-mutations-aura","Mind-breaking Mutations (Aura)","","modify stats for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","mischief-makers-aura","Mischief Makers (Aura)","","If during the fight phase: /   -> -1 to hit rolls for attacker / Scope: aura 6. Duration: permanent."
"chaos-space-marines","mutated-bodyguard","Mutated Bodyguard","","unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"chaos-space-marines","ogryn-combat-stimms","Ogryn Combat Stimms","","If during the fight phase: /   -> self fights on death / Scope: unit. Duration: permanent."
"chaos-space-marines","ogryns","OGRYNS","","self gains special embark rule / Scope: unit. Duration: permanent."
"chaos-space-marines","pact-of-cursed-pinions","Pact of Cursed Pinions","","bearer's weapons gain Daemon / +1 A (melee) for bearer / Scope: self. Duration: permanent. / Applies to: units with Chaos Lord with Jump Pack."
"chaos-space-marines","pact-of-destruction","Pact of Destruction","","re-roll leadership rolls (all failures) for unit / If destroyed by a ranged attack: /   -> unit gains heal wounds / Scope: unit. Duration: permanent. / Applies to: units with Warpsmith."
"chaos-space-marines","plough-through-the-enemy","Plough Through the Enemy","","If during the fight phase: /   -> self fights on death / Scope: aura 6. Duration: permanent."
"chaos-space-marines","plunder","Plunder","","unit gains once per battle special / Scope: aura 12. Duration: one use."
"chaos-space-marines","plunging-talons","Plunging Talons","","unit's weapons gain Lance / Scope: unit. Duration: phase. / Applies to: units with Heretic Astartes, Infantry, Fly."
"chaos-space-marines","portal-of-spite","Portal of Spite","","+2 to charge rolls for unit / Scope: unit. Duration: phase. / Applies to: units with Heretic Astartes."
"chaos-space-marines","prescience-psychic","Prescience (Psychic)","","If attached to a unit: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"chaos-space-marines","prey-on-the-weak-raiders","Prey on the Weak","","If the target has ""battle-shocked-or-below-half"": /   -> re-roll hit rolls (ones) for all friendly / -1 to hit rolls for all friendly / Scope: any on battlefield. Duration: battle. / Applies to: units with Heretic Astartes, Infantry, Fly."
"chaos-space-marines","psychic-barrier-psychic","Psychic Barrier (Psychic)","","If during the shooting phase: /   -> deal d3 mortal wounds to defender / Scope: unit. Duration: phase."
"chaos-space-marines","punishing-suppression","Punishing Suppression","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"chaos-space-marines","raider-s-due","Raider’s Due","","re-roll charge rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","rain-of-ruin","Rain of Ruin","","all friendly's weapons gain Heavy / Scope: any on battlefield. Duration: battle. / Applies to: units with Heretic Astartes."
"chaos-space-marines","raking-pass","Raking Pass","","unit gains act after move / Scope: unit. Duration: phase. / Applies to: units with Heretic Astartes, Infantry, Fly."
"chaos-space-marines","rapid-assault","Rapid Assault","","If during the fight phase and the unit charged this turn: /   -> +1 S for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","regenerating-monstrosities","Regenerating Monstrosities","paren_plural","return 3 model(s) to self with full wounds / Scope: unit. Duration: permanent."
"chaos-space-marines","reorder-reality","Reorder Reality","","-1 to hit rolls for attacker / Scope: aura custom (18""). Duration: phase."
"chaos-space-marines","revolting-regeneration","Revolting Regeneration","paren_plural","return d3 model(s) to self with full wounds / Scope: unit. Duration: permanent."
"chaos-space-marines","ruinations-bounty","Ruination's Bounty","","unit's weapons gain Lethal Hits, Sustained Hits 1 / Scope: unit. Duration: phase. / Applies to: units with Heretic Astartes."
"chaos-space-marines","runes-of-the-blood-god","Runes of the Blood God","","unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"chaos-space-marines","sacrificial-dagger","Sacrificial Dagger","","+1 to hit rolls for unit / +1 to wound rolls for unit / deal 1 mortal wounds to defender / Scope: unit. Duration: phase."
